Planilha: 00011 - TUNEL SUBMERSO SIGMA P82                                    ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
IM1670,CONJUNTO CAIXA TÉCNICA P/ PMV (QUADRO + TRANSFORMADOR + RÉGUA E ACESSÓRIOS)  ,CJ    ,7,            ,627.04,4389.28,0,99.63,0,54.8
IM1751,PISO CERÂMICO ESMALTADO (PEI-5) - ASSENTADO COM ARGAMASSA COLANTE  ,M2    ,161.4,            ,27,4357.8,0,99.63,0,54.8
IM1320,IPÊ ROSA (TABEBUIA AVELLANEDAE)  ,UN    ,33,            ,130.74,4314.42,0,99.63,0,54.8
IM1692,"TIJOLOS DE VIDRO - TIJOLINHO, 19X19 cm  ",M2    ,18.1,            ,236.91,4288.07,0,99.63,0,54.8
IM1595,SUPORTE PARA PAINEL DE MENSAGENS VARIÁVEIS INTERNO  ,CJ    ,2,            ,2117.69,4235.38,0,99.63,0,54.8
IM1691,"TIJOLOS DE VIDRO - CANELADO, 19X19 cm  ",M2    ,15.6,            ,267.62,4174.87,0,99.63,0,54.8
IM1849,"VÁLVULA DE GAVETA DE AÇO Ø4""  ",UN    ,2,            ,2023.02,4046.04,0,99.63,0,54.8
IM1752,"PISO PODOTÁTIL, ALERTA OU DIRECIONAL, EM BORRACHA SINTÉTICA ASSENTES COM COLA  ",M2    ,39.18,            ,102.24,4005.76,0,99.63,0,54.8
IM1646,"ELETRODUTO FLEXÍVEL DE AÇO GALVANIZADO COM CAPA DE PVC COM CONECTORES MACHO E FÊMEA, TIPO SELATUBO, NAS SEÇÕES: Ø2” X 1500MM  ",PÇ    ,45,            ,88.4,3978,0,99.63,0,54.8
IM1352,"VÁLVULA GAVETA EM AÇO CARBONO FLANGEADA, PARA 200LBS, Ø4”  ",UN    ,3,            ,1317.15,3951.45,0,99.63,0,54.8
IM1349,"ESGUICHO TIPO JATO SÓLIDO X NEBLINA - Ø2 1/2""  ",UN    ,33,            ,119.51,3943.83,0,99.63,0,54.8
IM1709,"PROTEÇÃO MECÂNICA COM ARGAMASSA DE CIMENTO E AREIA - TRAÇO 1:7, ESPESSURA MÉDIA 30 mm  ",M2    ,424.6,            ,9.21,3910.57,0,99.63,0,54.8
IM1412,PLUGUE 2P+T 250v  ,PÇ    ,786,            ,4.83,3796.38,0,99.63,0,54.8
IM1697,ELEMENTO VAZADO DE CONCRETO - TIPO NEO-REX N.19C OU SIMILAR  ,M2    ,49.4,            ,76.76,3791.94,0,99.63,0,54.8
IM1848,"TUBO DE AÇO CARBONO EXTREMIDADE CHANFRADA, PRETO, SEM COSTURA, ASTM -120, SCH-40 - Ø100 mm  ",M     ,10,            ,368.46,3684.6,0,99.63,0,54.8
IM1901,"FORNECIMENTO DE ACESSÓRIOS DE INSTALAÇÃO E MANGUEIRA FLEXIVEL PEAD-PN16, DIÂMETRO 25 mm PRESSÃO DE TRABALHO DE 200kg/cm²  ",M     ,900,            ,4.04,3636,0,99.63,0,54.8
IM1702,"CONDUTOR EM TUBO DE PVC RÍGIDO, PONTA E BOLSA - 150MM (6"")  ",M     ,162.89,            ,22.21,3617.79,0,99.63,0,54.8
IM1537,CONJUNTO CAIXA TÉCNICA P/ DETECÇÃO DE ALTURA (QUADRO + TRANSFORMADOR + CARTÃO CONTROLADOR + RÉGUA E ACESSÓRIOS)  ,CJ    ,7,            ,506.65,3546.55,0,99.63,0,54.8
IM1345,TAMPÃO DE FERRO FUNDIDO COM INSCRIÇÃO INCÊNDIO 40X60CM  ,UN    ,13,            ,272.75,3545.75,0,99.63,0,54.8
IM1410,"CONDUTORES DE COBRE, ISOLAÇÃO 760V, BAIXA EMISSÃO DE GASES TÓXICOS QUANDO QUEIMAR, SEÇÃO, 10MM2  ",M     ,1440,            ,2.41,3470.4,0,99.63,0,54.8
IM1612,"TUBO DE AÇO CARBONO EXTREMIDADE CHANFRADA, PRETO, SEM COSTURA, ASTM -120, SCH-40 - Ø65MM  ",M     ,15,            ,228.95,3434.25,0,99.63,0,54.8
IM1321,SIBIPIRUNA (CAESALPINIA PELTOPHOROIDES)  ,UN    ,28,            ,122.26,3423.28,0,99.63,0,54.8
IM1392,"POÇO DE INSPEÇÃO DO ATERRAMENTO, DIMENSÃO (Ø250X250) MM COM TAMPA DE FERRO FUNDIDO, GALVANIZADO A FOGO  ",PÇ    ,43,            ,79.42,3415.06,0,99.63,0,54.8
IM1336,EXTINTOR PORTÁTIL DE PÓ QUÍMICO - BC-20B  ,UN    ,33,            ,103.21,3405.93,0,99.63,0,54.8
IM1652,"CABO FLEXÍVEL - ISOLAÇÃO EM PVC-90°C - CLASSE 4 OU 5 - 0,6/1kV - 3Cx2,5mm²  ",M     ,1600,            ,2.1,3360,0,99.63,0,54.8
IM1775,"CONCRETO DESEMPENADO E RIPADO (PMSP-DL.1009/47), 335 kg CIM/m³ - 7 cm  ",M2    ,178.6,            ,18.68,3336.25,0,99.63,0,54.8
IM1609,"PORTA CORTA-FOGO P90 - 1,05 X 2,10 m, COM DOBRADIÇAS E MOLAS SEM FERRAGEM  ",UN    ,12,            ,275.1,3301.2,0,99.63,0,54.8
IM1763,TINTA ACRÍLICA - REBOCO COM MASSA CORRIDA  ,M2    ,195,            ,16.77,3270.15,0,99.63,0,54.8
IM1623,LUVA DE REDUÇÃO DE AÇO CARBONO Ø65X32MM  ,UN    ,30,            ,108.61,3258.3,0,99.63,0,54.8
IM1376,CABO DE COBRE 4 MM² - ISOLAMENTO PARA 1 KV  ,M     ,1080,            ,3.01,3250.8,0,99.63,0,54.8
IM1897,"CURVA DE AÇO CARBONO 1""  ",UN    ,384,            ,8.41,3229.44,0,99.63,0,54.8
IM1598,TECLADO JOYSTICK P/ CFTV  ,UN    ,2,            ,1606.12,3212.24,0,99.63,0,54.8
IM1323,QUARESMEIRA (TIBOUCHINA GRANULOSA)  ,UN    ,26,            ,121.36,3155.36,0,99.63,0,54.8
IM1532,CONJUNTO ANEMÔMETRO COMPLETO E INSTALADO COM CABO DE INTERLIGAÇÃO  ,CJ    ,7,            ,447.28,3130.96,0,99.63,0,54.8
IM1617,"ADAPTADOR DE LATÃO STORZ - Ø2 1/2""  ",UN    ,30,            ,103.96,3118.8,0,99.63,0,54.8
IM1619,"ESGUICHO TIPO JATO SÓLIDO X NEBLINA - Ø2 1/2""  ",UN    ,30,            ,100.45,3013.5,0,99.63,0,54.8
IM1339,"TUBO DE AÇO CARBONO EXTREMIDADE CHANFRADA, PRETO, SEM COSTURA, ASTM -120, SCH-40 - Ø65MM  ",M     ,12.9,            ,233.19,3008.15,0,99.63,0,54.8
IM1795,TORNEIRA DE MESA COM ACIONAMENTO MANUAL E FECHAMENTO AUTOMÁTICO  ,UN    ,23,            ,130.62,3004.26,0,99.63,0,54.8
IM1726,LAVATÓRIO DE LOUÇA INDIVIDUAL PARA PORTADORES DE DEFICIÊNCIA FÍSICA  ,UN    ,17,            ,173.44,2948.48,0,99.63,0,54.8
IM0980,INDENIZAÇÃO DE JAZIDA  ,M3    ,584.77632,            ,5,2923.88,0,99.63,0,54.8
IM1832,GRELHA FERRO FUNDIDO BOCA LOBO GRS135  ,UN    ,16,            ,176.85,2829.6,0,99.63,0,54.8
IM1393,"BARRA DE AÇO CA-25, DIÂMETRO 1/2"" PARA SER EMBUTIDA DENTRO DA ARMADURA DA COLUNA OU PAREDE DE CONCRETO  ",M     ,185,            ,15.11,2795.35,0,99.63,0,54.8
IM1724,BACIA SANITÁRIA ALTEADA PARA PORTADORES DE DEFICIÊNCIA FÍSICA  ,UN    ,5,            ,547.88,2739.4,0,99.63,0,54.8
IM1340,TÊ DE REDUÇÃO DE AÇO CARBONO Ø100X75MM  ,UN    ,33,            ,81.26,2681.58,0,99.63,0,54.8
IM1408,"CABO DE COBRE SINGELO, TÊMPERA MOLE, ENCORDOAMENTO CLASSE 2, CLASSE DE TENSÃO 8,7/15KVV, COM ISOLAÇÃO EM BORRACHA ETILENO-PROPILENO EPR (90°C), CAPA EXTERNA EM PVC (70°C), SEÇÃO: Ø25MM²  ",M     ,360,            ,7.25,2610,0,99.63,0,54.8
IM1378,CABO DE COBRE 10 MM² - ISOLAMENTO PARA 1 KV  ,M     ,540,            ,4.83,2608.2,0,99.63,0,54.8
IM1736,TAMPO PARA BANCADA ÚMIDA - GRANITO CINZA MAUA POLIDO - ESPESSURA 2 cm  ,M2    ,11.58,            ,224.67,2601.68,0,99.63,0,54.8
IM1821,JUNTA ELÁSTICA EM PVC TIPO O-33  ,M     ,44.1,            ,58.9,2597.49,0,99.63,0,54.8
IM1764,TINTA ACRÍLICA TEXTURADA  ,M2    ,195,            ,13.05,2544.75,0,99.63,0,54.8
IM1561,"FORNECIMENTO, INSTALAÇÃO, CONFIGURAÇÃO, TESTE E COMISSIONAMENTO DE DETECTOR TÉRMICO PONTUAL EM TETO ENDEREÇÁVEL.  ",UN    ,4,            ,624.98,2499.92,0,99.63,0,54.8
IM1334,"TUBO DE PVC RÍGIDO, SOLDÁVEL (LINHA ÁGUA) - 60MM (2"")  ",M     ,240,            ,10.07,2416.8,0,99.63,0,54.8
IM1708,PINTURA PROTETORA COM TINTA BETUMINOSA (PARA ARGAMASSA IMPERMEÁVEL) - 2 DEMÃOS  ,M2    ,424.6,            ,5.62,2386.25,0,99.63,0,54.8
IM1750,"ARGAMASSA DE ALTA RESISTÊNCIA, TIPO MÉDIO - ESPESSURA 12 mm  ",M2    ,94.5,            ,24.96,2358.72,0,99.63,0,54.8
IM1509,APOIO DE FIXAÇÃO DA CÂMERA FIXA EXTERNO EM PAREDE  ,CJ    ,5,            ,457.35,2286.75,0,99.63,0,54.8
IM1513,APOIO DE FIXAÇÃO DA CÂMERA MÓVEL EXTERNO  ,CJ    ,5,            ,457.35,2286.75,0,99.63,0,54.8
IM1391,"LUMINARIA DE EMERGENCIA COM UMA LÂMPADA ELETRÔNICA DE 15W-220V, À PROVA DE TEMPO, GASES, VAPORES E PÓ, COM PROTEÇÃO E GRADE DE ALUMÍNIO FUNDIDO E VIDRO TRANSPARENTE, CUSTOMIZADA ANTI VANDALISMO  ",CJ    ,74,            ,30.23,2237.02,0,99.63,0,54.8
IM1346,"TAMPÃO DE LATÃO STORZ - Ø 2 1/2""  ",UN    ,33,            ,66.12,2181.96,0,99.63,0,54.8
IM1359,LUVA DE REDUÇÃO DE AÇO CARBONO Ø32X25MM  ,UN    ,45,            ,48.32,2174.4,0,99.63,0,54.8
IM1337,"TUBO DE AÇO CARBONO EXTREMIDADE CHANFRADA, PRETO, SEM COSTURA,ASTM -120, SCH-40 - Ø75 mm  ",M     ,46.2,            ,47.02,2172.32,0,99.63,0,54.8
IM1791,CAIXA SIFONADA EM PVC 100X100X50MM SIMPLES - FORNECIMENTO E INSTALAÇÃO  ,UN    ,10,            ,215.38,2153.8,0,99.63,0,54.8
IM1805,"TUBO DE PVC JS ESGOTO PREDIAL DN 100MM, INCLUSIVE CONEXÕES - FORNECIMENTO E INSTALAÇÃO  ",M     ,147.93,            ,14.03,2075.46,0,99.63,0,54.8
IM1714,"PM.02 - PORTA LISA COMUM/ ENCABEÇADA, REVESTIDA COM LAMINADO MELAMÍNICO (PARA INSTALAÇÃO SANITÁRIA) - 62X165 cm  ",UN    ,14.3,            ,142.24,2034.03,0,99.63,0,54.8
IM1382,CABO DE COBRE 50 MM² - ISOLAMENTO PARA 1 KV  ,M     ,240,            ,8.45,2028,0,99.63,0,54.8
IM1573,IMPRESSORA MATRICIAL DE PONTOS - 180 COLUNAS  ,UN    ,1,            ,1995.66,1995.66,0,99.63,0,54.8
IM1347,"ADAPTADOR DE LATÃO STORZ - Ø2 1/2""  ",UN    ,33,            ,60.47,1995.51,0,99.63,0,54.8
IM1698,ELEMENTO VAZADO DE CONCRETO - TIPO NEO-REX N.23A OU SIMILAR  ,M2    ,32.5,            ,61.36,1994.2,0,99.63,0,54.8
IM1483,"QUADRO PARA VENTILADORES ""QCV-1, QCV-2 QCV-3 e QCV-4"" 460V, COMPLETO COM DISJUNTORES, CHAVES SECCIONADORAS, FUSÍVEIS, CONTATORES, SOFTSTARTER, FILTRO DE HARMÔNICOS, CONFORME ESPECIFICAÇÃO TÉCNICA – EQUIPAMENTO ELÉTRICO E DIAGRAMA UNIFILAR  ",CJ    ,4,            ,483.79,1935.16,0,99.63,0,54.8
IM1354,"BOMBA ""JOCKEY"" CENTRÍFUGA Hman = 45 mca Q=20l/min  ",UN    ,1,            ,1912.39,1912.39,0,99.63,0,54.8
IM1891,FÔRMA METÁLICA COM APLICAÇÃO DE DESMOLDANTE - NICHO DE MACAQUEAMENTO  ,M2    ,40,            ,46.32,1852.8,0,99.63,0,54.8
IM1510,APOIO DE FIXAÇÃO DA CÂMERA FIXA EXTERNO EM POSTE C/ PÁRA-RAIO  ,CJ    ,4,            ,457.35,1829.4,0,99.63,0,54.8
IM1699,ELEMENTO VAZADO DE CONCRETO - TIPO NEO-REX N.78A OU SIMILAR  ,M2    ,32.5,            ,54.43,1768.98,0,99.63,0,54.8
IM1603,EXTINTOR PORTÁTIL DE PÓ QUÍMICO - BC-20B  ,UN    ,30,            ,56.97,1709.1,0,99.63,0,54.8
IM1398,"HASTES DE TERRA NUCLEO DE AÇO COPPERWELD 3/4""X2,40M  ",PÇ    ,43,            ,39.3,1689.9,0,99.63,0,54.8
IM1500,"TRANSFORMADOR DE FORÇA TIPO SECO, BAIXA TENSÃO (TF-2.1), BLINDADO, POTÊNCIA NOMINAL 112,5KVA, 440-220/127V, TRIFÁSICO, FORNECIDO CONFORME DOC. ESPECIFICAÇÃO TÉCNICA - EQUIPAMENTO ELÉTRICO E DIAGRAMAS UNIFILARES  ",CJ    ,1,            ,1672.18,1672.18,0,99.63,0,54.8
IM1501,"TRANSFORMADOR DE FORÇA TIPO SECO, BAIXA TENSÃO (TF-2.2), BLINDADO, POTÊNCIA NOMINAL 225KVA, 440-220/127V, TRIFÁSICO, FORNECIDO CONFORME DOC. ESPECIFICAÇÃO TÉCNICA - EQUIPAMENTO ELÉTRICO E DIAGRAMAS UNIFILARES  ",CJ    ,1,            ,1672.18,1672.18,0,99.63,0,54.8
IM1502,"TRANSFORMADOR DE FORÇA TIPO SECO, BAIXA TENSÃO (TF-4.1), BLINDADO, POTÊNCIA NOMINAL 112,5KVA, 440-220/127V, TRIFÁSICO, FORNECIDO CONFORME DOC. ESPECIFICAÇÃO TÉCNICA - EQUIPAMENTO ELÉTRICO E DIAGRAMAS UNIFILARES  ",CJ    ,1,            ,1672.18,1672.18,0,99.63,0,54.8
IM1503,"TRANSFORMADOR DE FORÇA TIPO SECO, BAIXA TENSÃO (TF-4.2), BLINDADO, POTÊNCIA NOMINAL 225KVA, 440-220/127V, TRIFÁSICO, FORNECIDO CONFORME DOC. ESPECIFICAÇÃO TÉCNICA - EQUIPAMENTO ELÉTRICO E DIAGRAMAS UNIFILARES  ",CJ    ,1,            ,1672.18,1672.18,0,99.63,0,54.8
IM1616,"TAMPÃO DE LATÃO STORZ - Ø 2 1/2""  ",UN    ,30,            ,55.57,1667.1,0,99.63,0,54.8
IM1704,"ARGAMASSA IMPERMEABILIZANTE DE CIMENTO E AREIA (REBOCO IMPERMEÁVEL) - TRAÇO 1:3, ESPESSURA DE 20 mm  ",M2    ,97.73,            ,16.83,1644.8,0,99.63,0,54.8
IM1703,"CONDUTOR EM TUBO DE PVC RÍGIDO, PONTA E BOLSA - 200MM (8"")  ",M     ,50.29,            ,32.5,1634.43,0,99.63,0,54.8
IM1468,"QUADRO DE DISTRIBUIÇÃO DE FORÇA ""QGBT-1E "", 460/265V, COMPLETA COM DISJUNTORES, CONFORME DOC. ESPECIFICAÇÃO TÉCNICA – EQUIPAMENTO ELÉTRICO E DIAGRAMA UNIFILAR  ",CJ    ,1,            ,1620.24,1620.24,0,99.63,0,54.8
IM1469,"QUADRO DE DISTRIBUIÇÃO DE FORÇA ""QGBT-2E"", 460/265V, COMPLETA COM DISJUNTORES, CONFORME DOC. ESPECIFICAÇÃO TÉCNICA – EQUIPAMENTO ELÉTRICO E DIAGRAMA UNIFILAR  ",CJ    ,1,            ,1620.24,1620.24,0,99.63,0,54.8
IM1470,"QUADRO DE DISTRIBUIÇÃO DE FORÇA ""QGBT-2N"", 460/265V, COMPLETA COM DISJUNTORES, CONFORME DOC. ESPECIFICAÇÃO TÉCNICA – EQUIPAMENTO ELÉTRICO E DIAGRAMA UNIFILAR  ",CJ    ,1,            ,1620.24,1620.24,0,99.63,0,54.8
IM1471,"QUADRO DE DISTRIBUIÇÃO DE FORÇA ""QGBT-3E "", 460/265V, COMPLETA COM DISJUNTORES, CONFORME DOC. ESPECIFICAÇÃO TÉCNICA – EQUIPAMENTO ELÉTRICO E DIAGRAMA UNIFILAR  ",CJ    ,1,            ,1620.24,1620.24,0,99.63,0,54.8
IM1472,"QUADRO DE DISTRIBUIÇÃO DE FORÇA ""QGBT-4E"", 460/265V, COMPLETA COM DISJUNTORES, CONFORME DOC. ESPECIFICAÇÃO TÉCNICA – EQUIPAMENTO ELÉTRICO E DIAGRAMA UNIFILAR  ",CJ    ,1,            ,1620.24,1620.24,0,99.63,0,54.8
IM1473,"QUADRO DE DISTRIBUIÇÃO DE FORÇA ""QGBT-4N"", 460/265V, COMPLETA COM DISJUNTORES, CONFORME DOC. ESPECIFICAÇÃO TÉCNICA – EQUIPAMENTO ELÉTRICO E DIAGRAMA UNIFILAR  ",CJ    ,1,            ,1620.24,1620.24,0,99.63,0,54.8
IM1485,"QUADROS DE FORÇA AR CONDICIONADO QL-AC1, COMPLETA COM DISJUNTORES, CONFORME DOC. ESPECIFICAÇÃO TÉCNICA – EQUIPAMENTO ELÉTRICO E DIAGRAMA UNIFILAR.  ",CJ    ,1,            ,1620.24,1620.24,0,99.63,0,54.8
IM1486,"QUADROS DE FORÇA AR CONDICIONADO QL-AC2, COMPLETA COM DISJUNTORES, CONFORME DOC. ESPECIFICAÇÃO TÉCNICA – EQUIPAMENTO ELÉTRICO E DIAGRAMA UNIFILAR.  ",CJ    ,1,            ,1620.24,1620.24,0,99.63,0,54.8
IM1572,IMPRESSORA LASER / COLOR  ,UN    ,1,            ,1582.43,1582.43,0,99.63,0,54.8
IM1723,"BACIA SANITÁRIA SIFONADA, DE LOUÇA BRANCA  ",UN    ,14,            ,109.24,1529.36,0,99.63,0,54.8
IM1696,BLOCOS VAZADOS DE CONCRETO APARENTE - 19 cm  ,M2    ,45.5,            ,32.23,1466.47,0,99.63,0,54.8
IM1484,"QUADRO PARA VENTILADORES ""QCV-11, QCV-12 e QCV-13"" 460V, COMPLETO COM DISJUNTORES, CHAVES SECCIONADORAS, FUSÍVEIS, CONTATORES, SOFTSTARTER, FILTRO DE HARMÔNICOS, CONFORME ESPECIFICAÇÃO TÉCNICA – EQUIPAMENTO ELÉTRICO E DIAGRAMA UNIFILAR  ",CJ    ,3,            ,483.79,1451.37,0,99.63,0,54.8
IM1921,"FORNECIMENTO DE AÇO CA-25, CORTADO E DOBRADO  ",KG    ,576.45,            ,2.5,1441.13,0,99.63,0,54.8
IM1716,"PF-23 - PORTA EM PERFIL DE CHAPA DOBRADA, VENEZIANA, ABRIR 1 FOLHA  ",M2    ,6.93,            ,206.22,1429.1,0,99.63,0,54.8
IM1624,LUVA DE REDUÇÃO DE AÇO CARBONO Ø32X25MM  ,UN    ,30,            ,47.44,1423.2,0,99.63,0,54.8
IM1407,"LEITO PARA CABOS, PERFILADO DE AÇO GALVANIZADO TIPO LEVE,COMPRIMENTO 3000 MM, ABA DE 100 MM, LARGURA DE 900 MM  ",PÇ    ,50,            ,27.2,1360,0,99.63,0,54.8
IM1414,"LUMINARIA DE EMERGENCIA COM UMA LÂMPADA ELETRÔNICA DE 34W-220V, À PROVA DE TEMPO, GASES, VAPORES E PÓ, COM PROTEÇÃO E GRADE DE ALUMÍNIO FUNDIDO E VIDRO TRANSPARENTE, CUSTOMIZADA ANTI VANDALISMO  ",CJ    ,34,            ,39.3,1336.2,0,99.63,0,54.8
IM1772,"PP.38 - PORTÃO DE FERRO PERFILADO, TIPO PARQUE (GP.5/GPM1) 2,00 m, 1 FOLHA  ",UN    ,2,            ,664.57,1329.14,0,99.63,0,54.8
IM1773,"PP.39/PP.40 - PORTÃO DE FERRO PERFILADO TIPO PARQUE (GP.5/GPM1) 3,0 m, 1 OU 2 FOLHAS  ",UN    ,2,            ,664.57,1329.14,0,99.63,0,54.8
IM1735,FRONTÃO OU TESTEIRA DE GRANITO CINZA MAUA - ALTURA ATÉ 10 cm  ,M     ,28.24,            ,46.44,1311.47,0,99.63,0,54.8
IM0623,GÁS PROPANO  ,KG    ,370.578483,            ,3.48,1289.61,0,99.63,0,54.8
IM1749,"CIMENTADO COMUM, DESEMPENADO E ALISADO - ESPESSURA 20 mm  ",M2    ,87.44,            ,14.51,1268.75,0,99.63,0,54.8
IM1620,PINTURA TUBULAÇÃO AÇO GALVANIZADO Ø 75 mm - VERMELHO SEGURANÇA  ,M     ,42,            ,29.28,1229.76,0,99.63,0,54.8
IM1727,"LAVATÓRIO OVAL DE EMBUTIR, LOUÇA BRANCA - EXCLUSIVE TORNEIRA  ",UN    ,8,            ,148.28,1186.24,0,99.63,0,54.8
IM1768,ESMALTE SINTÉTICO - ESQUADRIAS E PEÇAS DE SERRALHERIA  ,M2    ,123.81,            ,9.58,1186.1,0,99.63,0,54.8
IM1701,"CONDUTOR EM TUBO DE PVC RÍGIDO, PONTA E BOLSA - 100MM (4"")  ",M     ,72.37,            ,16.31,1180.35,0,99.63,0,54.8
IM1705,CIMENTO IMPERMEABILIZANTE DE CRISTALIZAÇÃO - ESTRUTUTURA ENTERRADA  ,M2    ,90.9,            ,11.84,1076.26,0,99.63,0,54.8
IM1357,TÊ DE AÇO CARBONO FORJADO ASTM A-234 PARA 200LBS - Ø65MM  ,UN    ,33,            ,32.26,1064.58,0,99.63,0,54.8
IM1426,"CAIXA PARA REDE DE DUTOS, DIMENSÕES 30 X 30 X 40 CM  ",UN    ,13,            ,81.89,1064.57,0,99.63,0,54.8
IM1317,TUTOR E AMARILHO PARA ÁRVORES  ,UN    ,139,            ,7.1,986.9,0,99.63,0,54.8
IM1322,PALMEIRA IMPERIAL (ROY STONEAOLERACEA)  ,UN    ,22,            ,44.53,979.66,0,99.63,0,54.8
IM1482,"QUADRO PARA VENTILADORES ""QCV"" 460 V, COMPLETA COM DISJUNTORES, CHAVES SECCIONADORAS, FUSÍVEIS, CONTATORES, SOFT STARTERS, FILTRO DE HARMÔNICOS, CONFORME ESPECIFICAÇÃO TÉCNICA – EQUIPAMENTO ELÉTRICO E DIAGRAMA UNIFILAR  ",CJ    ,2,            ,483.79,967.58,0,99.63,0,54.8
IM1355,PINTURA TUBULAÇÃO AÇO GALVANIZADO Ø 75 mm - VERMELHO SEGURANÇA  ,M     ,53,            ,18.13,960.89,0,99.63,0,54.8
IM1514,APOIO DE FIXAÇÃO DA CÂMERA MÓVEL INTERNO EM TÚNEL  ,CJ    ,2,            ,457.35,914.7,0,99.63,0,54.8
IM1368,"CABO 4MM² - ISOLAMENTO PARA 0,7KV - CLASSE 4 FLEXÍVEL  ",M     ,680,            ,1.32,897.6,0,99.63,0,54.8
IM1495,"TOMADA 2P+T 20A - 250V EM CX 4""x2""  ",PÇ    ,145,            ,6.04,875.8,0,99.63,0,54.8
IM1443,"ELETRODUTO DE FERRO GALVANIZADO,TIPO LEVE,DIAMETRO DE 2"", INCLUSIVE CONEXOES E EMENDAS,EXCLUSIVE ABERTURA E FECHAMENTO DE RASGO. FORNECIMENTO E ASSENTAMENTO  ",PÇ    ,26,            ,33.44,869.44,0,99.63,0,54.8
IM1733,PAPELEIRA DE LOUÇA BRANCA - 15X15 cm  ,UN    ,19,            ,43.25,821.75,0,99.63,0,54.8
IM1599,"TECLADO, MONITOR 17"", MOUSE - KVM  ",CJ    ,1,            ,791.65,791.65,0,99.63,0,54.8
IM1638,"CONDUTORES DE COBRE, ISOLAÇÃO 760V, BAIXA EMISSÃO DE GASES TÓXICOS QUANDO QUEIMAR, SEÇÃO: 3/C#1,5MM²  ",M     ,400,            ,1.97,788,0,99.63,0,54.8
IM1372,"CABO 50MM² - ISOLAMENTO PARA 0,7KV - CLASSE 4 FLEXÍVEL  ",M     ,90,            ,8.45,760.5,0,99.63,0,54.8
IM1369,"CABO 10MM² - ISOLAMENTO PARA 0,7K - CLASSE 4 FLEXÍVEL  ",M     ,420,            ,1.8,756,0,99.63,0,54.8
IM1366,"ELETRODUTO DE AÇO GALVANIZADO A FOGO, TIPO SEMI-PESADO/ MÉDIO - 2"" X 3M  ",M     ,24,            ,30.84,740.16,0,99.63,0,54.8
IM1761,TINTA PVA (LÁTEX) - REBOCO COM MASSA CORRIDA  ,M2    ,77.5,            ,9.43,730.83,0,99.63,0,54.8
IM1444,"ELETRODUTO PEAD, COR PRETA, DIAM. 4"", MARCA REF. KANAFLEX OU EQUIVALENTE  ",M     ,130,            ,5.44,707.2,0,99.63,0,54.8
IM1344,TÊ DE AÇO CARBONO FORJADO ASTM A-234 PARA 200LBS - Ø100MM  ,UN    ,10,            ,69.91,699.1,0,99.63,0,54.8
IM1803,"TUBO DE PVC JS ESGOTO PREDIAL DN 50MM, INCLUSIVE CONEXÕES - FORNECIMENTO E INSTALAÇÃO  ",M     ,69.09,            ,10.09,697.12,0,99.63,0,54.8
IM1782,"BARRA DE APOIO PARA LAVATÓRIO - EM ""U"" (BARRAS COM DIÂMETRO ENTRE 3,0 E 4,5 cm)  ",UN    ,3,            ,231.06,693.18,0,99.63,0,54.8
IM1456,"PLACA DE ATERRAMENTO COM PINO EM LIGA DE COBRE FUNDIDO E SUPERFÍCIE ESTANHADA, COM PARAFUSOS PARA INTERLIGAÇÕES DE AÇO INOX A SER EMBUTIDA NA ESTRUTURA DE CONCRETO E PINO SOLDADO A BARRA DE AÇO  ",PÇ    ,16,            ,42.32,677.12,0,99.63,0,54.8
IM1729,"TANQUE DE LOUÇA BRANCA, COM COLUNA, CAPACIDADE MÍNIMA 35L - EXCLUSIVE TORNEIRA  ",UN    ,2,            ,334.23,668.46,0,99.63,0,54.8
IM1783,"BARRA DE APOIO PARA DEFICIENTES L=45 cm (BARRAS COM DIÂMETRO ENTRE 3,0 E 4,5 cm)  ",UN    ,5,            ,133.52,667.6,0,99.63,0,54.8
IM1804,"TUBO DE PVC JS ESGOTO PREDIAL DN 75MM, INCLUSIVE CONEXÕES - FORNECIMENTO E INSTALAÇÃO  ",M     ,53.53,            ,12.42,664.84,0,99.63,0,54.8
IM1731,CUBA DUPLA DE AÇO INOXIDÁVEL CHAPA 20 - 700X400X150 mm  ,UN    ,2,            ,324.69,649.38,0,99.63,0,54.8
IM1734,"DISPENSER PAPEL TOALHA, DE PAREDE, MANUAL, PARA SANITÁRIOS - ABS - ALTO IMPACTO - AUTO CORTE  ",UN    ,11,            ,58.04,638.44,0,99.63,0,54.8
IM1406,"LEITO PARA CABOS, PERFILADO DE AÇO GALVANIZADO TIPO LEVE,COMPRIMENTO 3000 MM, ABA DE 100 MM, LARGURA DE 400 MM  ",PÇ    ,23,            ,27.2,625.6,0,99.63,0,54.8
IM1413,"LUMINARIA DE EMERGENCIA COM UMA LÂMPADA ELETRÔNICA DE 28W-220V, À PROVA DE TEMPO, GASES, VAPORES E PÓ, COM PROTEÇÃO E GRADE DE ALUMÍNIO FUNDIDO E VIDRO TRANSPARENTE, CUSTOMIZADA ANTI VANDALISMO  ",UN    ,19,            ,30.23,574.37,0,99.63,0,54.8
IM1786,"BARRA DE APOIO PARA LAVATÓRIO EM ""L"" - PPDF  ",UN    ,3,            ,191.19,573.57,0,99.63,0,54.8
